,종목코드,종목명,종류
1864,A041830,인바디,KOSDAQ
1865,A041910,에스텍파마,KOSDAQ
1866,A041920,메디아나,KOSDAQ
1867,A041930,동아화성,KOSDAQ
1868,A041960,코미팜,KOSDAQ
1869,A042000,카페24,KOSDAQ
1870,A042040,케이피엠테크,KOSDAQ
1871,A042110,에스씨디,KOSDAQ
1872,A042370,비츠로테크,KOSDAQ
1873,A042420,네오위즈홀딩스,KOSDAQ
1874,A042500,링네트,KOSDAQ
1875,A042510,라온시큐어,KOSDAQ
1876,A042520,한스바이오메드,KOSDAQ
1877,A042600,새로닉스,KOSDAQ
1878,A042940,상지카일룸,KOSDAQ
1879,A043090,팜스웰바이오,KOSDAQ
1880,A043100,솔고바이오,KOSDAQ
1881,A043150,바텍,KOSDAQ
1882,A043200,파루,KOSDAQ
1883,A043220,에이치엘비파워,KOSDAQ
1884,A043260,성호전자,KOSDAQ
1885,A043290,케이맥,KOSDAQ
1886,A043340,에쎈테크,KOSDAQ
1887,A043360,디지아이,KOSDAQ
1888,A043370,평화정공,KOSDAQ
1889,A043590,크로바하이텍,KOSDAQ
1890,A043610,지니뮤직,KOSDAQ
1891,A043650,국순당,KOSDAQ
1892,A043710,서울리거,KOSDAQ
1893,A043910,자연과환경,KOSDAQ
1894,A044060,조광ILI,KOSDAQ
1895,A044180,KD,KOSDAQ
1896,A044340,위닉스,KOSDAQ
1897,A044480,바이오제네틱스,KOSDAQ
1898,A044490,태웅,KOSDAQ
1899,A044780,에이치케이,KOSDAQ
1900,A044960,이글벳,KOSDAQ
1901,A045060,오공,KOSDAQ
1902,A045100,한양이엔지,KOSDAQ
1903,A045300,성우테크론,KOSDAQ
1904,A045340,토탈소프트,KOSDAQ
1905,A045390,대아티아이,KOSDAQ
1906,A045510,정원엔시스,KOSDAQ
1907,A045520,크린앤사이언스,KOSDAQ
1908,A045660,에이텍,KOSDAQ
1909,A045890,GV,KOSDAQ
1910,A045970,코아시아,KOSDAQ
1911,A046070,코다코,KOSDAQ
1912,A046110,한일네트웍스,KOSDAQ
1913,A046120,오르비텍,KOSDAQ
1914,A046140,SBS콘텐츠허브,KOSDAQ
1915,A046210,파나진,KOSDAQ
1916,A046310,백금T&A,KOSDAQ
1917,A046390,삼화네트웍스,KOSDAQ
1918,A046440,KG모빌리언스,KOSDAQ
1919,A046890,서울반도체,KOSDAQ
1920,A046940,우원개발,KOSDAQ
1921,A046970,우리로,KOSDAQ
1922,A047080,한빛소프트,KOSDAQ
1923,A047310,파워로직스,KOSDAQ
1924,A047560,이스트소프트,KOSDAQ
1925,A047770,코데즈컴바인,KOSDAQ
1926,A047820,초록뱀,KOSDAQ
1927,A047920,씨트리,KOSDAQ
1928,A048260,오스템임플란트,KOSDAQ
1929,A048410,현대바이오,KOSDAQ
1930,A048430,유라테크,KOSDAQ
1931,A048470,대동스틸,KOSDAQ
1932,A048530,인트론바이오,KOSDAQ
1933,A048550,SM C&C,KOSDAQ
1934,A048770,TPC,KOSDAQ
1935,A048830,엔피케이,KOSDAQ
1936,A048870,시너지이노베이션,KOSDAQ
1937,A048910,대원미디어,KOSDAQ
1938,A049070,인탑스,KOSDAQ
1939,A049080,기가레인,KOSDAQ
1940,A049120,파인디앤씨,KOSDAQ
1941,A049180,셀루메드,KOSDAQ
1942,A049430,코메론,KOSDAQ
1943,A049470,SGA,KOSDAQ
1944,A049480,오픈베이스,KOSDAQ
1945,A049520,유아이엘,KOSDAQ
1946,A049550,잉크테크,KOSDAQ
1947,A049630,재영솔루텍,KOSDAQ
1948,A049720,고려신용정보,KOSDAQ
1949,A049830,승일,KOSDAQ
1950,A049950,미래컴퍼니,KOSDAQ
1951,A049960,쎌바이오텍,KOSDAQ
1952,A050090,휘닉스소재,KOSDAQ
1953,A050110,캠시스,KOSDAQ
1954,A050120,라이브플렉스,KOSDAQ
1955,A050320,에이앤티앤,KOSDAQ
1956,A050540,한국코퍼레이션,KOSDAQ
1957,A050760,에스폴리텍,KOSDAQ
1958,A050860,아세아텍,KOSDAQ
1959,A050890,쏠리드,KOSDAQ
1960,A050960,수산아이앤티,KOSDAQ
1961,A051160,지어소프트,KOSDAQ
1962,A051360,토비스,KOSDAQ
1963,A051370,인터플렉스,KOSDAQ
1964,A051380,피씨디렉트,KOSDAQ
1965,A051390,YW,KOSDAQ
1966,A051490,나라엠앤디,KOSDAQ
1967,A051500,CJ프레시웨이,KOSDAQ
1968,A051780,큐로홀딩스,KOSDAQ
1969,A051980,센트럴바이오,KOSDAQ
1970,A052020,에스티큐브,KOSDAQ
1971,A052190,이에스에이,KOSDAQ
1972,A052220,iMBC,KOSDAQ
1973,A052260,SK바이오랜드,KOSDAQ
1974,A052300,W홀딩컴퍼니,KOSDAQ
1975,A052330,코텍,KOSDAQ
1976,A052400,코나아이,KOSDAQ
1977,A052420,오성첨단소재,KOSDAQ
1978,A052460,아이크래프트,KOSDAQ
1979,A052600,한네트,KOSDAQ
1980,A052670,제일바이오,KOSDAQ
1981,A052710,아모텍,KOSDAQ
1982,A052770,와이디온라인,KOSDAQ
1983,A052790,액토즈소프트,KOSDAQ
1984,A052860,아이앤씨,KOSDAQ
1985,A052900,KMH하이텍,KOSDAQ
1986,A053030,바이넥스,KOSDAQ
1987,A053050,지에스이,KOSDAQ
1988,A053060,세동,KOSDAQ
1989,A053110,소리바다,KOSDAQ
1990,A053160,프리엠스,KOSDAQ
1991,A053260,금강철강,KOSDAQ
1992,A053270,구영테크,KOSDAQ
1993,A053280,예스24,KOSDAQ
1994,A053290,NE능률,KOSDAQ
1995,A053300,한국정보인증,KOSDAQ
1996,A053350,이니텍,KOSDAQ
1997,A053450,세코닉스,KOSDAQ
1998,A053580,웹케시,KOSDAQ
1999,A053590,한국테크놀로지,KOSDAQ
2000,A053610,프로텍,KOSDAQ
2001,A053620,태양,KOSDAQ
2002,A053660,현진소재,KOSDAQ
2003,A053700,삼보모터스,KOSDAQ
2004,A053800,안랩,KOSDAQ
2005,A053950,경남제약,KOSDAQ
2006,A053980,오상자이엘,KOSDAQ
2007,A054040,한국컴퓨터,KOSDAQ
2008,A054050,농우바이오,KOSDAQ
2009,A054090,삼진엘앤디,KOSDAQ
2010,A054180,중앙오션,KOSDAQ
2011,A054210,이랜텍,KOSDAQ
2012,A054220,비츠로시스,KOSDAQ
2013,A054300,팬스타엔터프라이즈,KOSDAQ
2014,A054340,피앤텔,KOSDAQ
2015,A054410,케이피티유,KOSDAQ
2016,A054450,텔레칩스,KOSDAQ
2017,A054540,삼영엠텍,KOSDAQ
2018,A054620,APS홀딩스,KOSDAQ
2019,A054630,에이디칩스,KOSDAQ
2020,A054670,대한뉴팜,KOSDAQ
2021,A054780,키이스트,KOSDAQ
2022,A054800,아이디스홀딩스,KOSDAQ
2023,A054920,한컴위드,KOSDAQ
2024,A054930,유신,KOSDAQ
2025,A054940,엑사이엔씨,KOSDAQ
2026,A054950,제이브이엠,KOSDAQ
2027,A056000,신스타임즈,KOSDAQ
2028,A056080,유진로봇,KOSDAQ
2029,A056090,유앤아이,KOSDAQ
2030,A056190,에스에프에이,KOSDAQ
2031,A056360,코위버,KOSDAQ
2032,A056700,신화인터텍,KOSDAQ
2033,A056730,포스링크,KOSDAQ
2034,A057030,와이비엠넷,KOSDAQ
2035,A057500,SKC 솔믹스,KOSDAQ
2036,A057540,옴니시스템,KOSDAQ
2037,A057680,옴니텔,KOSDAQ
2038,A057880,필로시스헬스케어,KOSDAQ
2039,A058110,멕아이씨에스,KOSDAQ
2040,A058220,아리온,KOSDAQ
2041,A058400,KNN,KOSDAQ
2042,A058420,제이웨이,KOSDAQ
2043,A058450,일야,KOSDAQ
2044,A058470,리노공업,KOSDAQ
2045,A058530,슈펙스비앤피,KOSDAQ
2046,A058610,에스피지,KOSDAQ
2047,A058630,엠게임,KOSDAQ
2048,A058820,CMG제약,KOSDAQ
2049,A059090,미코,KOSDAQ
2050,A059100,아이컴포넌트,KOSDAQ
2051,A059120,아진엑스텍,KOSDAQ
2052,A059210,메타바이오메드,KOSDAQ
2053,A060150,인선이엔티,KOSDAQ
2054,A060230,이그잭스,KOSDAQ
2055,A060240,룽투코리아,KOSDAQ
2056,A060250,NHN한국사이버결제,KOSDAQ
2057,A060260,뉴보텍,KOSDAQ
2058,A060280,큐렉소,KOSDAQ
2059,A060300,레드로버,KOSDAQ
2060,A060310,3S,KOSDAQ
2061,A060370,KT서브마린,KOSDAQ
2062,A060380,동양에스텍,KOSDAQ
2063,A060480,국일신동,KOSDAQ
2064,A060540,에스에이티,KOSDAQ
2065,A060560,홈센타홀딩스,KOSDAQ
2066,A060570,드림어스컴퍼니,KOSDAQ
2067,A060590,씨티씨바이오,KOSDAQ
2068,A060720,KH바텍,KOSDAQ
2069,A060900,케이알피앤이,KOSDAQ
2070,A061040,알에프텍,KOSDAQ
2071,A061250,화일약품,KOSDAQ
2072,A061970,엘비세미콘,KOSDAQ
2073,A062860,티엘아이,KOSDAQ
2074,A063080,게임빌,KOSDAQ
2075,A063170,서울옥션,KOSDAQ
2076,A063440,SM Life Design,KOSDAQ
2077,A063570,한국전자금융,KOSDAQ
2078,A063760,이엘피,KOSDAQ
2079,A064090,에프앤리퍼블릭,KOSDAQ
2080,A064240,홈캐스트,KOSDAQ
2081,A064260,다날,KOSDAQ
2082,A064290,인텍플러스,KOSDAQ
2083,A064480,브리지텍,KOSDAQ
2084,A064510,에코마이스터,KOSDAQ
2085,A064520,바른전자,KOSDAQ
2086,A064550,바이오니아,KOSDAQ
2087,A064760,티씨케이,KOSDAQ
2088,A064800,필링크,KOSDAQ
2089,A064820,케이프,KOSDAQ
2090,A065060,지엔코,KOSDAQ
2091,A065130,탑엔지니어링,KOSDAQ
2092,A065150,MP그룹,KOSDAQ
2093,A065170,넥스트BT,KOSDAQ
2094,A065350,신성델타테크,KOSDAQ
2095,A065420,에스아이리소스,KOSDAQ
2096,A065440,이루온,KOSDAQ
2097,A065450,빅텍,KOSDAQ
2098,A065500,오리엔트정공,KOSDAQ
2099,A065510,휴비츠,KOSDAQ
2100,A065530,전파기지국,KOSDAQ
2101,A065560,녹원씨엔아이,KOSDAQ
2102,A065570,삼영이엔씨,KOSDAQ
2103,A065620,제낙스,KOSDAQ
2104,A065650,메디프론,KOSDAQ
2105,A065660,안트로젠,KOSDAQ
2106,A065680,우주일렉트로,KOSDAQ
2107,A065690,파커스,KOSDAQ
2108,A065710,서호전기,KOSDAQ
2109,A065770,CS,KOSDAQ
2110,A065940,바이오빌,KOSDAQ
2111,A065950,웰크론,KOSDAQ
2112,A066110,한프,KOSDAQ
2113,A066130,하츠,KOSDAQ
2114,A066310,큐에스아이,KOSDAQ
2115,A066360,체리부로,KOSDAQ
2116,A066410,버킷스튜디오,KOSDAQ
2117,A066430,와이오엠,KOSDAQ
2118,A066590,우수AMS,KOSDAQ
2119,A066620,국보디자인,KOSDAQ
2120,A066670,디스플레이텍,KOSDAQ
2121,A066700,테라젠이텍스,KOSDAQ
2122,A066790,씨씨에스,KOSDAQ
2123,A066900,디에이피,KOSDAQ
2124,A066910,손오공,KOSDAQ
2125,A066970,엘앤에프,KOSDAQ
2126,A066980,브레인콘텐츠,KOSDAQ
2127,A067000,조이시티,KOSDAQ
2128,A067010,이씨에스,KOSDAQ
2129,A067080,대화제약,KOSDAQ
2130,A067160,아프리카TV,KOSDAQ
2131,A067170,오텍,KOSDAQ
2132,A067280,멀티캠퍼스,KOSDAQ
2133,A067290,JW신약,KOSDAQ
2134,A067310,하나마이크론,KOSDAQ
2135,A067390,아스트,KOSDAQ
2136,A067570,엔브이에이치코리아,KOSDAQ
2137,A067630,에이치엘비생명과학,KOSDAQ
2138,A067730,로지시스,KOSDAQ
2139,A067770,세진티에스,KOSDAQ
2140,A067900,와이엔텍,KOSDAQ
2141,A067920,이글루시큐리티,KOSDAQ
2142,A067990,도이치모터스,KOSDAQ
2143,A068050,팬엔터테인먼트,KOSDAQ
2144,A068240,다원시스,KOSDAQ
2145,A068330,일신바이오,KOSDAQ
2146,A068760,셀트리온제약,KOSDAQ
2147,A068790,DMS,KOSDAQ
2148,A068930,디지털대성,KOSDAQ
2149,A068940,아이씨케이,KOSDAQ
2150,A069080,웹젠,KOSDAQ
2151,A069110,코스온,KOSDAQ
2152,A069140,누리플랜,KOSDAQ
2153,A069330,유아이디,KOSDAQ
2154,A069410,엔텔스,KOSDAQ
2155,A069510,에스텍,KOSDAQ
2156,A069540,라이트론,KOSDAQ
2157,A069920,아이에스이커머스,KOSDAQ
2158,A070300,한솔시큐어,KOSDAQ
2159,A070590,한솔인티큐브,KOSDAQ
2160,A071200,인피니트헬스케어,KOSDAQ
2161,A071280,로체시스템즈,KOSDAQ
2162,A071460,위니아딤채,KOSDAQ
2163,A071670,에이테크솔루션,KOSDAQ
2164,A071850,캐스텍코리아,KOSDAQ
2165,A072020,중앙백신,KOSDAQ
2166,A072470,우리산업홀딩스,KOSDAQ
2167,A072520,제넨바이오,KOSDAQ
2168,A072770,율호,KOSDAQ
2169,A072870,메가스터디,KOSDAQ
2170,A072950,빛샘전자,KOSDAQ
2171,A072990,에이치시티,KOSDAQ
2172,A073010,케이에스피,KOSDAQ
2173,A073070,에스모,KOSDAQ
2174,A073110,엘엠에스,KOSDAQ
2175,A073190,듀오백,KOSDAQ
2176,A073490,이노와이어리스,KOSDAQ
2177,A073540,에프알텍,KOSDAQ
2178,A073560,우리손에프앤지,KOSDAQ
2179,A073570,WI,KOSDAQ
2180,A073640,삼원테크,KOSDAQ
2181,A074430,아미노로직스,KOSDAQ
2182,A074600,원익QnC,KOSDAQ
2183,A075130,플랜티넷,KOSDAQ
2184,A075970,동국알앤에스,KOSDAQ
2185,A076080,웰크론한텍,KOSDAQ
2186,A076610,해성옵틱스,KOSDAQ
2187,A077280,한컴지엠디,KOSDAQ
2188,A077360,덕산하이메탈,KOSDAQ
2189,A078020,이베스트투자증권,KOSDAQ
2190,A078070,유비쿼스홀딩스,KOSDAQ
2191,A078130,국일제지,KOSDAQ
2192,A078140,대봉엘에스,KOSDAQ
2193,A078150,HB테크놀러지,KOSDAQ
2194,A078160,메디포스트,KOSDAQ
2195,A078340,컴투스,KOSDAQ
2196,A078350,한양디지텍,KOSDAQ
2197,A078590,두올산업,KOSDAQ
2198,A078600,대주전자재료,KOSDAQ
2199,A078650,코렌,KOSDAQ
2200,A078860,아이오케이,KOSDAQ
2201,A078890,가온미디어,KOSDAQ
2202,A078940,코드네이처,KOSDAQ
2203,A079000,와토스코리아,KOSDAQ
2204,A079170,한창산업,KOSDAQ
2205,A079190,EMW,KOSDAQ
2206,A079370,제우스,KOSDAQ
2207,A079650,서산,KOSDAQ
2208,A079810,디이엔티,KOSDAQ
2209,A079940,가비아,KOSDAQ
2210,A079950,인베니아,KOSDAQ
2211,A079960,동양이엔피,KOSDAQ
2212,A079970,투비소프트,KOSDAQ
2213,A080000,에스엔유,KOSDAQ
2214,A080010,이상네트웍스,KOSDAQ
2215,A080160,모두투어,KOSDAQ
2216,A080220,제주반도체,KOSDAQ
2217,A080420,모다이노칩,KOSDAQ
2218,A080440,에스제이케이,KOSDAQ
2219,A080470,성창오토텍,KOSDAQ
2220,A080520,오디텍,KOSDAQ
2221,A080530,코디,KOSDAQ
2222,A080580,오킨스전자,KOSDAQ
2223,A080720,한국유니온제약,KOSDAQ
2224,A081150,티플랙스,KOSDAQ
2225,A081580,성우전자,KOSDAQ
2226,A082210,옵트론텍,KOSDAQ
2227,A082270,젬백스,KOSDAQ
2228,A082660,나인컴플렉스,KOSDAQ
2229,A082800,루미마이크로,KOSDAQ
2230,A082850,우리바이오,KOSDAQ
2231,A082920,비츠로셀,KOSDAQ
2232,A083310,엘오티베큠,KOSDAQ
2233,A083450,GST,KOSDAQ
2234,A083470,KJ프리텍,KOSDAQ
2235,A083500,에프엔에스테크,KOSDAQ
2236,A083550,케이엠,KOSDAQ
2237,A083640,인콘,KOSDAQ
2238,A083650,비에이치아이,KOSDAQ
2239,A083660,CSA 코스믹,KOSDAQ
2240,A083790,크리스탈,KOSDAQ
2241,A083930,아바코,KOSDAQ
2242,A084110,휴온스글로벌,KOSDAQ
2243,A084180,수성,KOSDAQ
2244,A084370,유진테크,KOSDAQ
2245,A084650,랩지노믹스,KOSDAQ
2246,A084730,팅크웨어,KOSDAQ
2247,A084990,헬릭스미스,KOSDAQ
2248,A085370,루트로닉,KOSDAQ
2249,A08537M,루트로닉3우C,KOSDAQ
2250,A085660,차바이오텍,KOSDAQ
2251,A085670,뉴프렉스,KOSDAQ
2252,A085810,알티캐스트,KOSDAQ
2253,A085910,네오티스,KOSDAQ
2254,A086040,바이오톡스텍,KOSDAQ
2255,A086060,진바이오텍,KOSDAQ
2256,A086250,화신테크,KOSDAQ
2257,A086390,유니테스트,KOSDAQ
2258,A086450,동국제약,KOSDAQ
2259,A086520,에코프로,KOSDAQ
2260,A086670,비엠티,KOSDAQ
2261,A086820,바이오솔루션,KOSDAQ
2262,A086890,이수앱지스,KOSDAQ
2263,A086900,메디톡스,KOSDAQ
2264,A086960,한컴MDS,KOSDAQ
2265,A086980,쇼박스,KOSDAQ
2266,A087010,펩트론,KOSDAQ
2267,A087260,모바일어플라이언스,KOSDAQ
2268,A087600,픽셀플러스,KOSDAQ
2269,A087730,에스모 머티리얼즈,KOSDAQ
2270,A088130,동아엘텍,KOSDAQ
2271,A088290,이원컴포텍,KOSDAQ
2272,A088390,이녹스,KOSDAQ
2273,A088800,에이스테크,KOSDAQ
2274,A088910,동우팜투테이블,KOSDAQ
2275,A089010,켐트로닉스,KOSDAQ
2276,A089030,테크윙,KOSDAQ
2277,A089140,넥스턴,KOSDAQ
2278,A089150,케이씨티,KOSDAQ
2279,A089230,THE E&M,KOSDAQ
2280,A089530,에이티세미콘,KOSDAQ
2281,A089600,나스미디어,KOSDAQ
2282,A089790,제이티,KOSDAQ
2283,A089850,유비벨록스,KOSDAQ
2284,A089890,코세스,KOSDAQ
2285,A089970,에이피티씨,KOSDAQ
2286,A089980,상아프론테크,KOSDAQ
2287,A090150,광진윈텍,KOSDAQ
2288,A090360,로보스타,KOSDAQ
2289,A090410,덕신하우징,KOSDAQ
2290,A090460,비에이치,KOSDAQ
2291,A090470,제이스텍,KOSDAQ
2292,A090710,휴림로봇,KOSDAQ
2293,A090740,연이정보통신,KOSDAQ
2294,A090850,이지웰페어,KOSDAQ
2295,A091120,이엠텍,KOSDAQ
2296,A091340,S&K폴리텍,KOSDAQ
2297,A091440,텔레필드,KOSDAQ
2298,A091580,상신이디피,KOSDAQ
2299,A091590,남화토건,KOSDAQ
2300,A091700,파트론,KOSDAQ
2301,A091970,나노캠텍,KOSDAQ
2302,A091990,셀트리온헬스케어,KOSDAQ
2303,A092040,아미코젠,KOSDAQ
2304,A092070,디엔에프,KOSDAQ
2305,A092130,이크레더블,KOSDAQ
2306,A092300,현우산업,KOSDAQ
2307,A092460,한라IMS,KOSDAQ
2308,A092600,앤씨앤,KOSDAQ
2309,A092730,네오팜,KOSDAQ
2310,A092870,엑시콘,KOSDAQ
2311,A093190,빅솔론,KOSDAQ
2312,A093320,케이아이엔엑스,KOSDAQ
2313,A093380,풍강,KOSDAQ
2314,A093520,매커스,KOSDAQ
2315,A093640,다믈멀티미디어,KOSDAQ
2316,A093920,서원인텍,KOSDAQ
2317,A094170,동운아나텍,KOSDAQ
2318,A094190,이엘케이,KOSDAQ
2319,A094360,칩스앤미디어,KOSDAQ
2320,A094480,갤럭시아컴즈,KOSDAQ
2321,A094820,일진파워,KOSDAQ
2322,A094840,슈프리마에이치큐,KOSDAQ
2323,A094850,참좋은여행,KOSDAQ
2324,A094860,코닉글로리,KOSDAQ
2325,A094940,푸른기술,KOSDAQ
2326,A094970,제이엠티,KOSDAQ
2327,A095190,이엠코리아,KOSDAQ
2328,A095270,웨이브일렉트로,KOSDAQ
2329,A095340,ISC,KOSDAQ
2330,A095500,미래나노텍,KOSDAQ
2331,A095610,테스,KOSDAQ
2332,A095660,네오위즈,KOSDAQ
2333,A095700,제넥신,KOSDAQ
2334,A095910,에스에너지,KOSDAQ
2335,A096040,이트론,KOSDAQ
2336,A096240,청담러닝,KOSDAQ
2337,A096350,대창솔루션,KOSDAQ
2338,A096530,씨젠,KOSDAQ
2339,A096610,알에프세미,KOSDAQ
2340,A096630,에스코넥,KOSDAQ
2341,A096640,멜파스,KOSDAQ
2342,A096690,제이스테판,KOSDAQ
2343,A096870,엘디티,KOSDAQ
2344,A097520,엠씨넥스,KOSDAQ
2345,A097780,에스맥,KOSDAQ
2346,A097800,윈팩,KOSDAQ
2347,A097870,효성오앤비,KOSDAQ
2348,A098120,마이크로컨텍솔,KOSDAQ
2349,A098460,고영,KOSDAQ
2350,A098660,에스티오,KOSDAQ
2351,A099190,아이센스,KOSDAQ
2352,A099220,SDN,KOSDAQ
2353,A099320,쎄트렉아이,KOSDAQ
2354,A099410,동방선기,KOSDAQ
2355,A099440,스맥,KOSDAQ
2356,A099520,ITX엠투엠,KOSDAQ
2357,A099750,이지케어텍,KOSDAQ
2358,A100030,모바일리더,KOSDAQ
2359,A100090,삼강엠앤티,KOSDAQ
2360,A100120,뷰웍스,KOSDAQ
2361,A100130,동국S&C,KOSDAQ
2362,A100590,머큐리,KOSDAQ
2363,A100660,서암기계공업,KOSDAQ
2364,A100700,세운메디칼,KOSDAQ
2365,A100790,미래에셋벤처투자,KOSDAQ
2366,A101000,상상인인더스트리,KOSDAQ
2367,A101160,월덱스,KOSDAQ
2368,A101170,우림기계,KOSDAQ
2369,A101240,씨큐브,KOSDAQ
2370,A101330,모베이스,KOSDAQ
2371,A101390,아이엠,KOSDAQ
2372,A101400,엔시트론,KOSDAQ
2373,A101490,에스앤에스텍,KOSDAQ
2374,A101670,코리아에스이,KOSDAQ
2375,A101680,한국정밀기계,KOSDAQ
2376,A101730,조이맥스,KOSDAQ
2377,A101930,인화정공,KOSDAQ
2378,A102120,어보브반도체,KOSDAQ
2379,A102210,해덕파워웨이,KOSDAQ
2380,A102710,이엔에프테크놀로지,KOSDAQ
2381,A102940,코오롱생명과학,KOSDAQ
2382,A103230,에스앤더블류,KOSDAQ
2383,A104040,대성파인텍,KOSDAQ
2384,A104200,NHN벅스,KOSDAQ
2385,A104460,동양피엔에프,KOSDAQ
2386,A104480,티케이케미칼,KOSDAQ
2387,A104540,코렌텍,KOSDAQ
2388,A104620,노랑풍선,KOSDAQ
2389,A104830,원익머트리얼즈,KOSDAQ
2390,A105330,케이엔더블유,KOSDAQ
2391,A105550,트루윈,KOSDAQ
2392,A105740,디케이락,KOSDAQ
2393,A106080,지투하이소닉,KOSDAQ
2394,A106190,하이텍팜,KOSDAQ
2395,A106240,파인테크닉스,KOSDAQ
2396,A106520,디지탈옵틱,KOSDAQ
2397,A108230,톱텍,KOSDAQ
2398,A108320,실리콘웍스,KOSDAQ
2399,A108380,대양전기공업,KOSDAQ
2400,A108490,로보티즈,KOSDAQ
2401,A108790,인터파크,KOSDAQ
2402,A108860,셀바스AI,KOSDAQ
2403,A109080,옵티시스,KOSDAQ
2404,A109610,에스와이,KOSDAQ
2405,A109740,디에스케이,KOSDAQ
2406,A109820,진매트릭스,KOSDAQ
2407,A109860,동일금속,KOSDAQ
2408,A109960,에이프로젠 H&G,KOSDAQ
2409,A110020,전진바이오팜,KOSDAQ
2410,A110790,크리스에프앤씨,KOSDAQ
2411,A110990,디아이티,KOSDAQ
2412,A111710,남화산업,KOSDAQ
2413,A111820,지와이커머스,KOSDAQ
2414,A111870,삼본전자,KOSDAQ
2415,A112040,위메이드,KOSDAQ
2416,A112240,에스에프씨,KOSDAQ
2417,A113810,디젠스,KOSDAQ
2418,A114120,크루셜텍,KOSDAQ
2419,A114190,웰크론강원,KOSDAQ
2420,A114450,KPX생명과학,KOSDAQ
2421,A114570,지스마트글로벌,KOSDAQ
2422,A114630,우노앤컴퍼니,KOSDAQ
2423,A114810,아이원스,KOSDAQ
2424,A115160,휴맥스,KOSDAQ
2425,A115180,큐리언트,KOSDAQ
2426,A115310,인포바인,KOSDAQ
2427,A115440,우리넷,KOSDAQ
2428,A115450,지트리비앤티,KOSDAQ
2429,A115480,씨유메디칼,KOSDAQ
2430,A115500,케이씨에스,KOSDAQ
2431,A115530,씨엔플러스,KOSDAQ
2432,A115570,스타플렉스,KOSDAQ
2433,A115610,이미지스,KOSDAQ
2434,A115960,연우,KOSDAQ
2435,A117670,알파홀딩스,KOSDAQ
2436,A117730,티로보틱스,KOSDAQ
2437,A118990,모트렉스,KOSDAQ
2438,A119500,포메탈,KOSDAQ
2439,A119610,인터로조,KOSDAQ
2440,A119830,아이텍,KOSDAQ
2441,A119850,지엔씨에너지,KOSDAQ
2442,A119860,다나와,KOSDAQ
2443,A120240,대정화금,KOSDAQ
2444,A121440,골프존뉴딘홀딩스,KOSDAQ
2445,A121600,나노신소재,KOSDAQ
2446,A121800,비덴트,KOSDAQ
2447,A121850,코이즈,KOSDAQ
2448,A121890,에스디시스템,KOSDAQ
2449,A122310,제노레이,KOSDAQ
2450,A122350,삼기오토모티브,KOSDAQ
2451,A122450,KMH,KOSDAQ
2452,A122640,예스티,KOSDAQ
2453,A122690,서진오토모티브,KOSDAQ
2454,A122800,썬텍,KOSDAQ
2455,A122870,와이지엔터테인먼트,KOSDAQ
2456,A122990,와이솔,KOSDAQ
2457,A123010,아이에이네트웍스,KOSDAQ
2458,A123040,엠에스오토텍,KOSDAQ
2459,A123260,파인넥스,KOSDAQ
2460,A123330,제닉,KOSDAQ
2461,A123410,코리아에프티,KOSDAQ
2462,A123420,선데이토즈,KOSDAQ
2463,A123570,이엠넷,KOSDAQ
2464,A123750,알톤스포츠,KOSDAQ
2465,A123840,한일진공,KOSDAQ
2466,A123860,아나패스,KOSDAQ
2467,A124500,아이티센,KOSDAQ
2468,A125210,아모그린텍,KOSDAQ
2469,A126600,코프라,KOSDAQ
2470,A126640,화신정공,KOSDAQ
2471,A126700,하이비젼시스템,KOSDAQ
2472,A126870,뉴로스,KOSDAQ
2473,A126880,제이엔케이히터,KOSDAQ
2474,A127120,디엔에이링크,KOSDAQ
2475,A127160,매직마이크로,KOSDAQ
2476,A127710,아시아경제,KOSDAQ
2477,A128540,에코캡,KOSDAQ
2478,A128660,피제이메탈,KOSDAQ
2479,A130500,GH신소재,KOSDAQ
2480,A130580,나이스디앤비,KOSDAQ
2481,A130740,티피씨글로벌,KOSDAQ
2482,A131030,디에이치피코리아,KOSDAQ
2483,A131090,시큐브,KOSDAQ
2484,A131100,리켐,KOSDAQ
2485,A131180,딜리,KOSDAQ
2486,A131220,대한과학,KOSDAQ
2487,A131290,티에스이,KOSDAQ
2488,A131370,알서포트,KOSDAQ
2489,A131390,피앤이솔루션,KOSDAQ
2490,A131400,액트,KOSDAQ
2491,A131760,파인텍,KOSDAQ
2492,A131970,테스나,KOSDAQ
2493,A133750,메가엠디,KOSDAQ
2494,A134060,이퓨쳐,KOSDAQ
2495,A134580,디엠티,KOSDAQ
2496,A134780,화진,KOSDAQ
2497,A136480,하림,KOSDAQ
2498,A136510,쎄미시스코,KOSDAQ
2499,A136540,윈스,KOSDAQ
2500,A137400,피엔티,KOSDAQ
2501,A137940,넥스트아이,KOSDAQ
2502,A137950,제이씨케미칼,KOSDAQ
2503,A138070,신진에스엠,KOSDAQ
2504,A138080,오이솔루션,KOSDAQ
2505,A138360,에이씨티,KOSDAQ
2506,A138580,비즈니스온,KOSDAQ
2507,A138610,나이벡,KOSDAQ
2508,A138690,엘아이에스,KOSDAQ
2509,A139050,데일리블록체인,KOSDAQ
2510,A139670,키네마스터,KOSDAQ
2511,A140070,서플러스글로벌,KOSDAQ
2512,A140410,메지온,KOSDAQ
2513,A140520,대창스틸,KOSDAQ
